#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
754.877347,0.000246,725.705875,186.735565,186.735565,2946.638970
750.786761,0.000265,730.751299,183.954978,183.954978,2936.685035
761.276069,0.000190,765.163819,184.389526,184.389526,3007.936496
723.249936,0.000302,695.212686,185.933825,185.933825,2902.969639
613.660678,0.000324,624.220235,191.368480,191.368480,2753.109261
478.153993,0.000340,485.924678,211.300793,211.300793,2482.161429
468.143941,0.000430,510.040578,185.936858,185.936858,2846.005120
456.733226,0.000297,464.673079,192.529231,192.529231,2803.223749
457.392602,0.000196,458.844455,188.228983,188.228983,2377.836308
492.779905,0.000328,485.160649,207.973692,207.973692,2491.105587
561.669394,0.000265,566.198020,221.418316,221.418316,3100.622578
796.679654,0.000392,785.823533,200.285130,200.285130,3581.118980
823.112397,0.000327,803.016437,197.492583,197.492583,3330.542709
762.502060,0.000238,737.193881,223.906610,223.906610,3168.134132
803.973069,0.000346,764.428200,198.461708,198.461708,3291.405597
676.268887,0.000192,657.037749,238.555321,238.555321,3070.137348
598.730378,0.000448,596.125121,202.226586,202.226586,2926.592782
497.471677,0.000198,497.839945,201.270454,201.270454,2738.625567
520.791980,0.000246,516.763908,200.557366,200.557366,2811.832425
515.957748,0.000284,517.354914,202.963973,202.963973,2804.158332
619.426640,0.000223,594.335402,218.686924,218.686924,2985.506738
719.766893,0.000302,699.855282,207.059469,207.059469,3307.112068
806.525608,0.000294,790.978938,202.069274,202.069274,3402.113477
851.949491,0.000270,828.962938,211.449381,211.449381,3517.584664
881.744148,0.000480,856.910330,205.355323,205.355323,3574.801919
776.665339,0.001219,741.593953,223.532816,223.532816,3438.982906
621.119237,0.000189,634.885577,228.246521,228.246521,3113.501780
595.486647,0.000241,584.993488,233.830110,233.830110,3088.587836
592.821640,0.000243,585.899796,210.085155,210.085155,3010.033377
695.040242,0.000243,681.278245,233.783779,233.783779,3704.516143
772.891357,0.000336,773.492036,224.279882,224.279882,3958.432085
908.406684,0.000259,890.578933,239.734436,239.734436,3781.551831
873.756844,0.000225,855.388381,213.493965,213.493965,3784.203855
881.662889,0.000281,860.829736,242.266478,242.266478,3779.709400
897.927115,0.000272,872.215273,241.819693,241.819693,3767.425661
933.731500,0.000255,1097.238836,222.136297,222.136297,4084.309262
960.211099,0.000346,943.783317,220.149546,220.149546,3930.106733
1116.876239,0.000218,973.359100,224.090594,224.090594,4121.176741
973.814265,0.000296,968.316160,227.125329,227.125329,4086.704400
971.639978,0.000278,980.251869,221.950958,221.950958,4016.080960
989.739252,0.000390,999.767971,224.155215,224.155215,4110.936464
