#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
8.338413,1.828625,740.118166,51.324740,51.324740,1369.498405
7.335881,1.630901,845.459931,49.860463,49.860463,1296.577882
6.551164,1.984025,1414.889132,16.811861,16.811861,1738.392999
6.525609,2.726121,935.562044,51.065323,51.065323,1479.103164
5.781232,2.718219,695.174855,47.156728,47.156728,1328.337114
10.076350,1.582665,943.511982,15.370881,15.370881,1352.432102
8.590442,1.566494,762.129966,35.951282,35.951282,1225.919189
8.516468,1.452645,876.488611,15.044346,15.044346,1328.478835
9.644113,2.024495,851.309293,16.100318,16.100318,1246.644751
6.646710,1.758108,1133.196776,10.937811,10.937811,1398.353934
5.171512,1.339949,1004.101752,30.520613,30.520613,1239.690937
7.054728,1.845959,781.852707,10.825399,10.825399,1081.940246
5.272905,2.287840,566.685753,7.455148,7.455148,672.882926
3.934479,35.030269,627.270785,5.790020,5.790020,939.508697
2.685457,1.307063,481.925177,36.147415,36.147415,570.687080
5.440128,1.180358,504.894883,1.632125,1.632125,558.909146
6.469522,1.191145,543.956993,2.706203,2.706203,629.505935
4.316086,0.965141,381.613340,1.206149,1.206149,420.737893
5.554006,0.819315,498.770292,2.884659,2.884659,568.427726
5.558643,1.022123,486.388285,1.394054,1.394054,537.807980
4.662698,1.129672,485.531571,2.123204,2.123204,534.891561
5.362979,1.669834,554.128408,1.536069,1.536069,612.410320
4.841676,1.358553,572.105530,1.398544,1.398544,636.795774
6.063580,1.648791,642.788769,1.421139,1.421139,693.695753
6.036344,1.329092,521.521787,3.265189,3.265189,630.711215
5.106744,0.990730,676.220390,4.131377,4.131377,891.712417
37.059826,1.234834,516.954200,38.461116,38.461116,649.176570
5.786645,1.050214,443.750651,2.941057,2.941057,534.578731
5.088838,0.919624,410.812697,3.604060,3.604060,500.595239
4.975685,0.646884,404.471689,3.169324,3.169324,485.366415
5.662892,0.725607,221.575339,3.911771,3.911771,320.219525
8.647218,0.622204,216.693991,4.189409,4.189409,306.137160
5.457111,0.370033,331.240926,4.833484,4.833484,417.850903
6.096086,0.380688,231.815219,2.409616,2.409616,319.923781
8.588098,0.491750,574.330653,35.417764,35.417764,920.333070
4.577614,0.984021,1190.137842,8.867950,8.867950,1304.478291
2.427520,1.923651,847.836785,6.538031,6.538031,999.511283
2.088469,1.574487,938.621254,3.465512,3.465512,1029.695818
2.192256,1.196945,1053.187683,5.912919,5.912919,1159.146646
3.091640,1.639689,413.814215,4.196045,4.196045,512.080167
4.105635,0.777889,251.796160,0.812527,0.812527,291.317338
4.660829,0.713857,219.402918,2.777167,2.777167,283.682662
3.931298,0.727856,337.868719,1.157017,1.157017,384.997986
38.503221,0.886799,523.065635,2.938721,2.938721,656.387615
2.653463,0.996720,530.097382,0.937460,0.937460,585.544906
4.469925,0.727085,407.674574,3.254925,3.254925,463.930113
39.115869,0.953250,320.015296,39.858499,39.858499,437.775474
39.629457,0.484738,340.221504,2.107675,2.107675,464.416852
47.076402,0.792503,420.716559,40.010389,40.010389,554.232624
5.413489,0.847098,431.659902,0.985611,0.985611,481.569902
4.088238,0.592527,543.287774,2.318917,2.318917,621.473671
3.835896,0.653648,920.933121,5.195770,5.195770,1094.543743
42.130126,0.951858,871.338310,4.167672,4.167672,1102.958029
4.485279,2.076793,940.203693,4.721538,4.721538,1071.930108
4.285437,2.315741,707.238290,4.395660,4.395660,1016.470798
4.835211,1.577956,755.698828,4.010249,4.010249,1075.862641
4.314218,41.835437,879.236537,6.230589,6.230589,1116.243546
5.398636,1.786484,566.952745,5.108972,5.108972,1039.400145
6.905961,1.705215,649.398785,5.053115,5.053115,998.911149
8.279276,1.610313,550.356254,5.672396,5.672396,657.858508
47.150315,2.114227,1351.752497,7.897502,7.897502,1535.874708
7.153293,1.210705,830.130548,10.399547,10.399547,1264.319740
7.225094,1.463069,861.683647,53.200564,53.200564,1265.989742
4.334424,1.510607,1394.787384,16.901754,16.901754,1637.592614
5.074048,1.910077,701.967812,8.967564,8.967564,1114.001623
6.349536,1.649455,787.732027,12.391983,12.391983,1035.244460
7.594773,1.755898,1432.082172,16.428553,16.428553,1864.462540
6.718280,1.764450,1113.479631,11.643650,11.643650,1308.255577
4.500827,2.310624,662.989365,50.294932,50.294932,945.923618
4.421040,1.685632,669.963811,9.379170,9.379170,914.474070
2.845739,45.951370,646.083212,8.851887,8.851887,878.616076
2.981760,0.792249,605.622285,6.743790,6.743790,882.932409
2.966773,1.011803,468.049011,5.592459,5.592459,592.644809
6.768058,1.321281,476.123606,10.256392,10.256392,625.583952
7.650529,1.125876,445.253445,47.396181,47.396181,660.963910
3.415678,0.875072,375.417734,9.706619,9.706619,576.564511
6.688328,0.909206,561.803976,9.447272,9.447272,899.284563
2.693391,1.018456,719.910539,46.433784,46.433784,1023.785614
1.988707,1.203718,666.183649,6.214168,6.214168,755.865410
5.322577,1.352388,1130.321907,4.152993,4.152993,1231.702964
4.563659,1.578386,1172.162596,3.144731,3.144731,1253.588407
7.765845,1.973754,1025.760924,5.966955,5.966955,1151.773064
53.813520,2.017834,1154.592110,4.968474,4.968474,1328.573633
6.291652,1.981500,1011.949667,40.775865,40.775865,1335.362024
3.695813,1.408314,1430.781074,44.052973,44.052973,1650.683511
48.995294,2.063149,928.092265,14.438175,14.438175,1273.683259
4.769995,1.777305,1394.974594,23.164828,23.164828,1768.196693
7.048676,1.390496,1240.668052,10.695646,10.695646,1580.786407
7.394361,2.756470,768.568786,16.949626,16.949626,1154.176282
8.235483,1.901484,765.854036,13.424746,13.424746,1246.065341
8.412571,2.293625,1857.929316,10.732761,10.732761,2033.462122
6.630427,4.157916,1551.322166,10.358214,10.358214,1761.028410
6.542906,2.544489,1422.534403,7.584071,7.584071,1556.061192
3.745200,2.776607,1321.331727,7.938855,7.938855,1421.911442
5.831101,1.392528,1063.904660,5.630210,5.630210,1292.857754
5.474244,2.574684,1466.824436,3.059486,3.059486,1559.595121
6.006437,2.085533,1331.718783,7.941197,7.941197,1435.652386
5.903051,1.951175,1293.605435,5.591769,5.591769,1399.932276
5.861840,1.776581,1055.121345,3.120201,3.120201,1129.598571
5.050586,1.485369,930.402877,6.681397,6.681397,1053.866077
2.473495,1.365640,752.541960,6.634619,6.634619,962.747593
4.510750,1.651191,624.495281,3.513952,3.513952,722.183451
