#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
0.648752,0.000173,0.936139,0.221850,0.221850,4.586758
0.851139,0.000103,1.417549,0.289159,0.289159,5.963624
0.865802,0.000246,1.385624,0.212380,0.212380,5.330434
0.829134,0.000423,1.453124,0.279291,0.279291,5.976537
1.005017,0.000146,1.419371,0.287690,0.287690,6.283524
0.507865,0.000091,1.084099,0.304522,0.304522,5.708920
0.792742,0.000165,1.170532,0.296254,0.296254,5.818622
0.745923,0.000199,1.203609,0.361248,0.361248,6.326119
0.758530,0.000240,3.197877,0.284832,0.284832,7.669979
0.679814,0.000169,0.980889,0.204232,0.204232,4.857762
0.943858,0.000213,1.401934,10.162570,10.162570,16.335445
0.523605,0.000088,1.034115,0.273092,0.273092,4.862204
0.520290,0.000132,0.830414,0.201993,0.201993,4.434884
0.499987,0.000094,0.852114,0.193785,0.193785,4.199608
0.529998,0.000161,0.841964,0.204627,0.204627,4.098977
0.674090,0.000161,1.336844,0.302215,0.302215,6.175830
0.614457,0.000104,1.157867,0.296573,0.296573,5.660765
0.591633,0.000170,0.867604,0.205544,0.205544,4.198384
0.621140,0.000121,1.042594,0.280285,0.280285,5.425510
0.861851,0.000126,2.367318,0.205428,0.205428,6.253912
0.910919,0.000195,2.155225,0.289452,0.289452,6.979673
1.031781,0.000109,1.324781,0.231640,0.231640,5.632400
1.090265,0.000153,2.318457,0.295094,0.295094,7.432989
1.114225,0.000338,1.335084,0.206133,0.206133,5.404487
0.962491,0.000126,1.589002,0.318369,0.318369,6.099714
1.031401,0.000115,2.349853,0.294477,0.294477,7.683533
2.409921,0.000200,3.825996,0.368911,0.368911,10.279588
0.978754,0.000175,1.590722,0.413281,0.413281,6.850162
1.203469,0.000118,1.770765,0.287863,0.287863,7.045267
1.183493,0.000177,4.516459,0.391060,0.391060,10.630914
1.273465,0.000123,2.255994,0.330663,0.330663,7.966056
0.886754,0.000109,1.382323,0.228598,0.228598,5.940877
0.812072,0.000110,1.334481,0.299170,0.299170,5.771491
1.177779,0.000218,2.441939,0.294899,0.294899,7.649238
1.266298,0.000149,7.034719,0.572821,0.572821,16.038322
1.102220,0.000119,1.676077,0.314472,0.314472,6.646296
0.831015,0.000141,1.394862,0.302858,0.302858,6.081998
0.840091,0.000193,1.429149,0.213636,0.213636,5.040642
1.153852,0.000325,2.939462,2.021558,2.021558,9.921256
1.225155,0.000253,3.308364,0.206694,0.206694,7.488109
1.217052,0.000162,3.134258,0.352735,0.352735,10.151033
6.037931,0.000944,18.808547,1.996254,1.996254,201.898599
1.256565,0.000198,2.222825,0.340356,0.340356,8.119776
0.935066,0.000172,1.240577,0.315191,0.315191,5.706869
1.134090,0.000121,3.029390,0.298231,0.298231,8.598456
1.059561,0.000111,5.126707,0.430106,0.430106,11.445496
1.179609,0.000185,2.368176,0.240090,0.240090,6.356033
1.024273,0.000134,1.292093,0.216402,0.216402,5.292950
0.794245,0.000073,1.179612,0.318166,0.318166,5.564668
1.067881,0.002324,2.499929,0.441988,0.441988,8.007305
8.237487,0.001979,24.819559,2.528038,2.528038,62.391126
1.067597,0.000106,1.867377,0.329585,0.329585,6.875392
1.141802,0.000108,4.053715,0.307484,0.307484,13.814624
1.075347,0.000182,1.808013,0.377740,0.377740,7.303927
1.094349,0.000092,1.728752,0.298720,0.298720,6.710116
0.846475,0.000123,1.399847,0.220382,0.220382,5.099281
1.005918,0.000113,2.293124,0.297983,0.297983,7.566042
1.087226,0.000212,4.466299,0.361143,0.361143,11.630992
1.197818,0.000364,7.655748,0.217733,0.217733,12.211684
1.077909,0.000193,1.946542,0.354131,0.354131,7.395554
1.163153,0.000110,1.901516,0.355045,0.355045,6.849780
1.582703,0.000218,7.380964,0.288793,0.288793,12.950252
0.887152,0.000093,1.270710,0.211521,0.211521,4.855768
1.173337,0.000148,2.119794,0.501829,0.501829,8.565212
1.160635,0.000100,2.800978,0.316224,0.316224,7.818571
1.157886,0.000121,2.344295,0.383520,0.383520,7.759866
0.925153,0.000202,1.464937,0.224707,0.224707,5.462114
1.102773,0.000103,2.571920,0.327832,0.327832,7.895508
1.119764,0.000175,2.831227,0.290228,0.290228,8.269495
1.082239,0.000196,1.907245,0.351377,0.351377,7.054691
1.367436,0.000127,3.002194,0.399914,0.399914,10.380040
1.067452,0.000133,1.381339,0.221101,0.221101,5.203866
1.075886,0.000094,1.729569,0.296553,0.296553,6.666004
1.068586,0.000211,1.783102,0.369056,0.369056,7.166236
6.868417,0.001452,18.827733,2.252688,2.252688,90.728138
1.177987,0.000256,1.999985,0.366083,0.366083,7.323023
1.204275,0.000201,2.117183,7.287707,7.287707,14.943868
1.084376,0.000106,1.606515,0.296951,0.296951,6.955672
1.083959,0.000078,1.767138,0.312657,0.312657,6.730529
1.062455,0.000159,4.988372,0.344290,0.344290,11.614732
0.843896,0.000066,1.236841,0.290667,0.290667,5.698034
3.077654,0.000211,2.418642,0.405606,0.405606,9.543853
1.200118,0.000223,1.952964,0.348684,0.348684,7.561641
1.247747,0.000253,1.827920,0.360810,0.360810,7.801142
0.810869,0.000094,1.355230,0.221210,0.221210,5.877428
1.068742,0.000230,3.109954,0.336583,0.336583,8.441554
0.813418,0.000152,1.368219,0.216737,0.216737,5.725445
1.048685,0.000127,3.429433,0.363396,0.363396,8.804258
0.853670,0.000080,1.136040,0.223903,0.223903,4.785624
1.033379,0.000184,1.664047,0.304662,0.304662,6.397630
1.128390,0.000243,1.686563,0.211811,0.211811,5.918226
10.561176,0.000938,43.726735,2.312455,2.312455,91.312254
1.519674,0.000295,16.072466,0.286788,0.286788,21.547416
0.745345,0.000113,1.371769,0.205368,0.205368,4.795758
0.966729,0.000123,1.676789,0.303022,0.303022,6.309864
1.100001,0.000207,2.916865,0.549700,0.549700,8.458809
10.574467,0.000947,10.570736,13.964210,13.964210,57.371102
0.884269,0.000095,1.336159,0.211898,0.211898,4.895383
1.052547,0.000178,1.948296,0.367090,0.367090,7.626486
1.174980,0.000148,1.804567,0.229043,0.229043,6.003781
1.071878,0.000149,1.216540,0.577099,0.577099,5.541976
1.223603,0.000145,2.903852,0.337435,0.337435,8.531777
0.977634,0.000125,1.315248,0.227217,0.227217,5.420004
0.801400,0.000103,1.534009,0.331501,0.331501,6.001332
1.068169,0.000119,1.892984,0.334106,0.334106,6.995042
